order_id,order_date,order_time,item_name,category,price,quantity,revenue,hour
24,2023-01-01,2026-01-16 14:23:01,Edamame,Asian,5.0,1,5.0,14
24,2023-01-01,2026-01-16 14:23:01,Chicken Torta,Mexican,11.95,1,11.95,14
25,2023-01-01,2026-01-16 14:44:44,Steak Torta,Mexican,13.95,1,13.95,14
25,2023-01-01,2026-01-16 14:44:44,French Fries,American,7.0,1,7.0,14
26,2023-01-01,2026-01-16 14:54:26,Tofu Pad Thai,Asian,14.5,1,14.5,14
26,2023-01-01,2026-01-16 14:54:26,Eggplant Parmesan,Italian,16.95,1,16.95,14
27,2023-01-01,2026-01-16 15:11:17,Hamburger,American,12.95,1,12.95,15
27,2023-01-01,2026-01-16 15:11:17,Tofu Pad Thai,Asian,14.5,1,14.5,15
27,2023-01-01,2026-01-16 15:11:17,Chicken Parmesan,Italian,17.95,1,17.95,15
28,2023-01-01,2026-01-16 15:35:46,Hot Dog,American,9.0,1,9.0,15
29,2023-01-01,2026-01-16 15:41:01,Fettuccine Alfredo,Italian,14.5,1,14.5,15
30,2023-01-01,2026-01-16 15:41:25,French Fries,American,7.0,1,7.0,15
31,2023-01-01,2026-01-16 15:50:18,Mushroom Ravioli,Italian,15.5,1,15.5,15
31,2023-01-01,2026-01-16 15:50:18,Edamame,Asian,5.0,1,5.0,15
32,2023-01-01,2026-01-16 15:53:18,Orange Chicken,Asian,16.5,1,16.5,15
32,2023-01-01,2026-01-16 15:53:18,Fettuccine Alfredo,Italian,14.5,1,14.5,15
32,2023-01-01,2026-01-16 15:53:18,Pork Ramen,Asian,17.95,1,17.95,15
32,2023-01-01,2026-01-16 15:53:18,Chicken Burrito,Mexican,12.95,1,12.95,15
33,2023-01-01,2026-01-16 15:54:08,Hamburger,American,12.95,1,12.95,15
33,2023-01-01,2026-01-16 15:54:08,Fettuccine Alfredo,Italian,14.5,1,14.5,15
34,2023-01-01,2026-01-16 16:21:21,Potstickers,Asian,9.0,1,9.0,16
35,2023-01-01,2026-01-16 16:32:04,Fettuccine Alfredo,Italian,14.5,1,14.5,16
35,2023-01-01,2026-01-16 16:32:04,Salmon Roll,Asian,14.95,1,14.95,16
35,2023-01-01,2026-01-16 16:32:04,Edamame,Asian,5.0,1,5.0,16
35,2023-01-01,2026-01-16 16:32:04,French Fries,American,7.0,1,7.0,16
36,2023-01-01,2026-01-16 16:54:09,Hamburger,American,12.95,1,12.95,16
36,2023-01-01,2026-01-16 16:54:09,Tofu Pad Thai,Asian,14.5,1,14.5,16
37,2023-01-01,2026-01-16 16:56:09,Chicken Burrito,Mexican,12.95,1,12.95,16
37,2023-01-01,2026-01-16 16:56:09,Mushroom Ravioli,Italian,15.5,1,15.5,16
38,2023-01-01,2026-01-16 17:03:00,Korean Beef Bowl,Asian,17.95,1,17.95,17
38,2023-01-01,2026-01-16 17:03:00,Pork Ramen,Asian,17.95,1,17.95,17
39,2023-01-01,2026-01-16 17:07:23,Chicken Burrito,Mexican,12.95,1,12.95,17
40,2023-01-01,2026-01-16 17:14:36,Spaghetti & Meatballs,Italian,17.95,1,17.95,17
40,2023-01-01,2026-01-16 17:14:36,Mac & Cheese,American,7.0,1,7.0,17
41,2023-01-01,2026-01-16 17:15:20,Spaghetti & Meatballs,Italian,17.95,1,17.95,17
41,2023-01-01,2026-01-16 17:15:20,Fettuccine Alfredo,Italian,14.5,1,14.5,17
42,2023-01-01,2026-01-16 17:28:09,Orange Chicken,Asian,16.5,1,16.5,17
42,2023-01-01,2026-01-16 17:28:09,Spaghetti,Italian,14.5,1,14.5,17
42,2023-01-01,2026-01-16 17:28:09,Mushroom Ravioli,Italian,15.5,1,15.5,17
42,2023-01-01,2026-01-16 17:28:09,Steak Burrito,Mexican,14.95,1,14.95,17
43,2023-01-01,2026-01-16 17:38:34,Hot Dog,American,9.0,1,9.0,17
43,2023-01-01,2026-01-16 17:38:34,Chicken Burrito,Mexican,12.95,1,12.95,17
43,2023-01-01,2026-01-16 17:38:34,Steak Burrito,Mexican,14.95,1,14.95,17
44,2023-01-01,2026-01-16 17:54:20,Shrimp Scampi,Italian,19.95,1,19.95,17
45,2023-01-01,2026-01-16 17:55:48,Spaghetti & Meatballs,Italian,17.95,1,17.95,17
45,2023-01-01,2026-01-16 17:55:48,Korean Beef Bowl,Asian,17.95,1,17.95,17
45,2023-01-01,2026-01-16 17:55:48,French Fries,American,7.0,1,7.0,17
46,2023-01-01,2026-01-16 18:25:51,Veggie Burger,American,10.5,1,10.5,18
46,2023-01-01,2026-01-16 18:25:51,Tofu Pad Thai,Asian,14.5,1,14.5,18
46,2023-01-01,2026-01-16 18:25:51,French Fries,American,7.0,1,7.0,18
47,2023-01-01,2026-01-16 18:26:34,Mac & Cheese,American,7.0,1,7.0,18
47,2023-01-01,2026-01-16 18:26:34,Eggplant Parmesan,Italian,16.95,1,16.95,18
48,2023-01-01,2026-01-16 18:26:42,Veggie Burger,American,10.5,1,10.5,18
48,2023-01-01,2026-01-16 18:26:42,Fettuccine Alfredo,Italian,14.5,1,14.5,18
48,2023-01-01,2026-01-16 18:26:42,Chicken Torta,Mexican,11.95,1,11.95,18
48,2023-01-01,2026-01-16 18:26:42,Chips & Salsa,Mexican,7.0,1,7.0,18
49,2023-01-01,2026-01-16 18:33:00,Steak Torta,Mexican,13.95,1,13.95,18
50,2023-01-01,2026-01-16 18:41:01,,,,1,,18
51,2023-01-01,2026-01-16 18:48:28,Hamburger,American,12.95,1,12.95,18
51,2023-01-01,2026-01-16 18:48:28,Salmon Roll,Asian,14.95,1,14.95,18
52,2023-01-01,2026-01-16 18:53:02,Korean Beef Bowl,Asian,17.95,1,17.95,18
52,2023-01-01,2026-01-16 18:53:02,Mushroom Ravioli,Italian,15.5,1,15.5,18
52,2023-01-01,2026-01-16 18:53:02,Chips & Salsa,Mexican,7.0,1,7.0,18
53,2023-01-01,2026-01-16 18:54:17,Salmon Roll,Asian,14.95,1,14.95,18
53,2023-01-01,2026-01-16 18:54:17,Chips & Guacamole,Mexican,9.0,1,9.0,18
54,2023-01-01,2026-01-16 19:01:45,Chicken Torta,Mexican,11.95,1,11.95,19
54,2023-01-01,2026-01-16 19:01:45,French Fries,American,7.0,1,7.0,19
55,2023-01-01,2026-01-16 19:03:19,Steak Burrito,Mexican,14.95,1,14.95,19
55,2023-01-01,2026-01-16 19:03:19,Chips & Salsa,Mexican,7.0,1,7.0,19
56,2023-01-01,2026-01-16 19:07:00,Tofu Pad Thai,Asian,14.5,1,14.5,19
56,2023-01-01,2026-01-16 19:07:00,Cheese Lasagna,Italian,15.5,1,15.5,19
56,2023-01-01,2026-01-16 19:07:00,Mac & Cheese,American,7.0,1,7.0,19
57,2023-01-01,2026-01-16 19:10:51,Tofu Pad Thai,Asian,14.5,1,14.5,19
58,2023-01-01,2026-01-16 19:30:40,Spaghetti,Italian,14.5,1,14.5,19
58,2023-01-01,2026-01-16 19:30:40,Edamame,Asian,5.0,1,5.0,19
59,2023-01-01,2026-01-16 19:40:08,Meat Lasagna,Italian,17.95,1,17.95,19
59,2023-01-01,2026-01-16 19:40:08,Salmon Roll,Asian,14.95,1,14.95,19
59,2023-01-01,2026-01-16 19:40:08,Edamame,Asian,5.0,1,5.0,19
60,2023-01-01,2026-01-16 20:05:16,Veggie Burger,American,10.5,1,10.5,20
60,2023-01-01,2026-01-16 20:05:16,Spaghetti & Meatballs,Italian,17.95,1,17.95,20
61,2023-01-01,2026-01-16 20:08:43,Hamburger,American,12.95,1,12.95,20
61,2023-01-01,2026-01-16 20:08:43,Chicken Burrito,Mexican,12.95,1,12.95,20
62,2023-01-01,2026-01-16 20:50:16,Hamburger,American,12.95,1,12.95,20
62,2023-01-01,2026-01-16 20:50:16,Chips & Guacamole,Mexican,9.0,1,9.0,20
63,2023-01-01,2026-01-16 20:51:42,Salmon Roll,Asian,14.95,1,14.95,20
64,2023-01-01,2026-01-16 20:52:08,Orange Chicken,Asian,16.5,1,16.5,20
65,2023-01-01,2026-01-16 21:16:00,Salmon Roll,Asian,14.95,1,14.95,21
65,2023-01-01,2026-01-16 21:16:00,Steak Torta,Mexican,13.95,1,13.95,21
65,2023-01-01,2026-01-16 21:16:00,Chips & Salsa,Mexican,7.0,1,7.0,21
65,2023-01-01,2026-01-16 21:16:00,Chips & Guacamole,Mexican,9.0,1,9.0,21
66,2023-01-01,2026-01-16 21:47:55,Tofu Pad Thai,Asian,14.5,1,14.5,21
66,2023-01-01,2026-01-16 21:47:55,Pork Ramen,Asian,17.95,1,17.95,21
67,2023-01-01,2026-01-16 22:03:40,Mac & Cheese,American,7.0,1,7.0,22
68,2023-01-01,2026-01-16 22:07:32,Tofu Pad Thai,Asian,14.5,1,14.5,22
68,2023-01-01,2026-01-16 22:07:32,Chicken Burrito,Mexican,12.95,1,12.95,22
68,2023-01-01,2026-01-16 22:07:32,Chicken Burrito,Mexican,12.95,1,12.95,22
69,2023-01-01,2026-01-16 22:12:13,Hamburger,American,12.95,1,12.95,22
70,2023-01-02,2026-01-16 11:38:51,Meat Lasagna,Italian,17.95,1,17.95,11
70,2023-01-02,2026-01-16 11:38:51,Cheese Quesadillas,Mexican,10.5,1,10.5,11
71,2023-01-02,2026-01-16 11:40:50,French Fries,American,7.0,1,7.0,11
72,2023-01-02,2026-01-16 11:57:25,Chicken Parmesan,Italian,17.95,1,17.95,11
73,2023-01-02,2026-01-16 11:58:56,French Fries,American,7.0,1,7.0,11
74,2023-01-02,2026-01-16 12:01:12,Spaghetti,Italian,14.5,1,14.5,12
74,2023-01-02,2026-01-16 12:01:12,Mushroom Ravioli,Italian,15.5,1,15.5,12
74,2023-01-02,2026-01-16 12:01:12,Shrimp Scampi,Italian,19.95,1,19.95,12
74,2023-01-02,2026-01-16 12:01:12,Chips & Guacamole,Mexican,9.0,1,9.0,12
75,2023-01-02,2026-01-16 12:10:15,Chicken Burrito,Mexican,12.95,1,12.95,12
75,2023-01-02,2026-01-16 12:10:15,Cheese Lasagna,Italian,15.5,1,15.5,12
75,2023-01-02,2026-01-16 12:10:15,California Roll,Asian,11.95,1,11.95,12
76,2023-01-02,2026-01-16 12:21:17,Orange Chicken,Asian,16.5,1,16.5,12
76,2023-01-02,2026-01-16 12:21:17,Korean Beef Bowl,Asian,17.95,1,17.95,12
76,2023-01-02,2026-01-16 12:21:17,Meat Lasagna,Italian,17.95,1,17.95,12
76,2023-01-02,2026-01-16 12:21:17,Chips & Salsa,Mexican,7.0,1,7.0,12
77,2023-01-02,2026-01-16 12:22:46,Hamburger,American,12.95,1,12.95,12
77,2023-01-02,2026-01-16 12:22:46,Korean Beef Bowl,Asian,17.95,1,17.95,12
78,2023-01-02,2026-01-16 12:28:14,Orange Chicken,Asian,16.5,1,16.5,12
78,2023-01-02,2026-01-16 12:28:14,Tofu Pad Thai,Asian,14.5,1,14.5,12
78,2023-01-02,2026-01-16 12:28:14,Spaghetti & Meatballs,Italian,17.95,1,17.95,12
78,2023-01-02,2026-01-16 12:28:14,Pork Ramen,Asian,17.95,1,17.95,12
78,2023-01-02,2026-01-16 12:28:14,Chips & Salsa,Mexican,7.0,1,7.0,12
78,2023-01-02,2026-01-16 12:28:14,French Fries,American,7.0,1,7.0,12
79,2023-01-02,2026-01-16 12:29:11,Pork Ramen,Asian,17.95,1,17.95,12
79,2023-01-02,2026-01-16 12:29:11,Salmon Roll,Asian,14.95,1,14.95,12
79,2023-01-02,2026-01-16 12:29:11,French Fries,American,7.0,1,7.0,12
80,2023-01-02,2026-01-16 12:35:38,Edamame,Asian,5.0,1,5.0,12
80,2023-01-02,2026-01-16 12:35:38,French Fries,American,7.0,1,7.0,12
81,2023-01-02,2026-01-16 12:40:01,French Fries,American,7.0,1,7.0,12
82,2023-01-02,2026-01-16 12:45:51,Orange Chicken,Asian,16.5,1,16.5,12
82,2023-01-02,2026-01-16 12:45:51,Cheeseburger,American,13.95,1,13.95,12
82,2023-01-02,2026-01-16 12:45:51,Chips & Salsa,Mexican,7.0,1,7.0,12
82,2023-01-02,2026-01-16 12:45:51,Eggplant Parmesan,Italian,16.95,1,16.95,12
83,2023-01-02,2026-01-16 12:53:27,Mac & Cheese,American,7.0,1,7.0,12
84,2023-01-02,2026-01-16 13:13:41,Edamame,Asian,5.0,1,5.0,13
85,2023-01-02,2026-01-16 13:34:49,Tofu Pad Thai,Asian,14.5,1,14.5,13
85,2023-01-02,2026-01-16 13:34:49,Tofu Pad Thai,Asian,14.5,1,14.5,13
85,2023-01-02,2026-01-16 13:34:49,Chicken Burrito,Mexican,12.95,1,12.95,13
85,2023-01-02,2026-01-16 13:34:49,Potstickers,Asian,9.0,1,9.0,13
86,2023-01-02,2026-01-16 13:40:31,Korean Beef Bowl,Asian,17.95,1,17.95,13
87,2023-01-02,2026-01-16 14:01:02,Pork Ramen,Asian,17.95,1,17.95,14
87,2023-01-02,2026-01-16 14:01:02,Mushroom Ravioli,Italian,15.5,1,15.5,14
87,2023-01-02,2026-01-16 14:01:02,Chips & Guacamole,Mexican,9.0,1,9.0,14
87,2023-01-02,2026-01-16 14:01:02,Chips & Guacamole,Mexican,9.0,1,9.0,14
88,2023-01-02,2026-01-16 14:10:08,Spaghetti,Italian,14.5,1,14.5,14
89,2023-01-02,2026-01-16 14:30:19,Cheese Quesadillas,Mexican,10.5,1,10.5,14
89,2023-01-02,2026-01-16 14:30:19,French Fries,American,7.0,1,7.0,14
90,2023-01-02,2026-01-16 15:08:48,Steak Torta,Mexican,13.95,1,13.95,15
90,2023-01-02,2026-01-16 15:08:48,French Fries,American,7.0,1,7.0,15
91,2023-01-02,2026-01-16 15:14:43,Hamburger,American,12.95,1,12.95,15
91,2023-01-02,2026-01-16 15:14:43,Veggie Burger,American,10.5,1,10.5,15
91,2023-01-02,2026-01-16 15:14:43,Edamame,Asian,5.0,1,5.0,15
92,2023-01-02,2026-01-16 15:17:02,Hamburger,American,12.95,1,12.95,15
92,2023-01-02,2026-01-16 15:17:02,Chicken Burrito,Mexican,12.95,1,12.95,15
92,2023-01-02,2026-01-16 15:17:02,Chicken Burrito,Mexican,12.95,1,12.95,15
92,2023-01-02,2026-01-16 15:17:02,Meat Lasagna,Italian,17.95,1,17.95,15
92,2023-01-02,2026-01-16 15:17:02,Edamame,Asian,5.0,1,5.0,15
92,2023-01-02,2026-01-16 15:17:02,Steak Burrito,Mexican,14.95,1,14.95,15
92,2023-01-02,2026-01-16 15:17:02,Chicken Parmesan,Italian,17.95,1,17.95,15
92,2023-01-02,2026-01-16 15:17:02,Chips & Guacamole,Mexican,9.0,1,9.0,15
92,2023-01-02,2026-01-16 15:17:02,Potstickers,Asian,9.0,1,9.0,15
93,2023-01-02,2026-01-16 15:29:31,Steak Torta,Mexican,13.95,1,13.95,15
94,2023-01-02,2026-01-16 16:17:16,Pork Ramen,Asian,17.95,1,17.95,16
94,2023-01-02,2026-01-16 16:17:16,Mac & Cheese,American,7.0,1,7.0,16
95,2023-01-02,2026-01-16 16:18:04,California Roll,Asian,11.95,1,11.95,16
95,2023-01-02,2026-01-16 16:18:04,Steak Burrito,Mexican,14.95,1,14.95,16
96,2023-01-02,2026-01-16 16:21:20,California Roll,Asian,11.95,1,11.95,16
97,2023-01-02,2026-01-16 16:45:33,Orange Chicken,Asian,16.5,1,16.5,16
98,2023-01-02,2026-01-16 17:18:18,Tofu Pad Thai,Asian,14.5,1,14.5,17
98,2023-01-02,2026-01-16 17:18:18,California Roll,Asian,11.95,1,11.95,17
99,2023-01-02,2026-01-16 17:45:42,Chicken Burrito,Mexican,12.95,1,12.95,17
100,2023-01-02,2026-01-16 17:46:17,Korean Beef Bowl,Asian,17.95,1,17.95,17
101,2023-01-02,2026-01-16 17:51:33,Cheeseburger,American,13.95,1,13.95,17
101,2023-01-02,2026-01-16 17:51:33,Edamame,Asian,5.0,1,5.0,17
101,2023-01-02,2026-01-16 17:51:33,Cheese Quesadillas,Mexican,10.5,1,10.5,17
101,2023-01-02,2026-01-16 17:51:33,Chips & Salsa,Mexican,7.0,1,7.0,17
102,2023-01-02,2026-01-16 17:54:04,Hamburger,American,12.95,1,12.95,17
102,2023-01-02,2026-01-16 17:54:04,Chicken Torta,Mexican,11.95,1,11.95,17
103,2023-01-02,2026-01-16 18:02:09,Chips & Guacamole,Mexican,9.0,1,9.0,18
104,2023-01-02,2026-01-16 18:02:12,Hamburger,American,12.95,1,12.95,18
104,2023-01-02,2026-01-16 18:02:12,Hot Dog,American,9.0,1,9.0,18
104,2023-01-02,2026-01-16 18:02:12,Meat Lasagna,Italian,17.95,1,17.95,18
104,2023-01-02,2026-01-16 18:02:12,Eggplant Parmesan,Italian,16.95,1,16.95,18
105,2023-01-02,2026-01-16 18:12:01,Korean Beef Bowl,Asian,17.95,1,17.95,18
105,2023-01-02,2026-01-16 18:12:01,Edamame,Asian,5.0,1,5.0,18
105,2023-01-02,2026-01-16 18:12:01,Chicken Torta,Mexican,11.95,1,11.95,18
106,2023-01-02,2026-01-16 18:12:13,Mushroom Ravioli,Italian,15.5,1,15.5,18
106,2023-01-02,2026-01-16 18:12:13,Chips & Salsa,Mexican,7.0,1,7.0,18
107,2023-01-02,2026-01-16 18:25:09,Cheeseburger,American,13.95,1,13.95,18
107,2023-01-02,2026-01-16 18:25:09,Chicken Burrito,Mexican,12.95,1,12.95,18
107,2023-01-02,2026-01-16 18:25:09,Chips & Salsa,Mexican,7.0,1,7.0,18
107,2023-01-02,2026-01-16 18:25:09,Eggplant Parmesan,Italian,16.95,1,16.95,18
108,2023-01-02,2026-01-16 18:25:25,Tofu Pad Thai,Asian,14.5,1,14.5,18
108,2023-01-02,2026-01-16 18:25:25,Korean Beef Bowl,Asian,17.95,1,17.95,18
108,2023-01-02,2026-01-16 18:25:25,Chips & Guacamole,Mexican,9.0,1,9.0,18
109,2023-01-02,2026-01-16 18:27:50,Pork Ramen,Asian,17.95,1,17.95,18
109,2023-01-02,2026-01-16 18:27:50,Chicken Burrito,Mexican,12.95,1,12.95,18
109,2023-01-02,2026-01-16 18:27:50,Edamame,Asian,5.0,1,5.0,18
109,2023-01-02,2026-01-16 18:27:50,Chicken Torta,Mexican,11.95,1,11.95,18
110,2023-01-02,2026-01-16 18:36:19,Orange Chicken,Asian,16.5,1,16.5,18
110,2023-01-02,2026-01-16 18:36:19,California Roll,Asian,11.95,1,11.95,18
110,2023-01-02,2026-01-16 18:36:19,Cheese Quesadillas,Mexican,10.5,1,10.5,18
110,2023-01-02,2026-01-16 18:36:19,Chips & Salsa,Mexican,7.0,1,7.0,18
111,2023-01-02,2026-01-16 18:38:01,Cheeseburger,American,13.95,1,13.95,18
111,2023-01-02,2026-01-16 18:38:01,Spaghetti,Italian,14.5,1,14.5,18
111,2023-01-02,2026-01-16 18:38:01,Edamame,Asian,5.0,1,5.0,18
111,2023-01-02,2026-01-16 18:38:01,Shrimp Scampi,Italian,19.95,1,19.95,18
112,2023-01-02,2026-01-16 18:41:40,Edamame,Asian,5.0,1,5.0,18
113,2023-01-02,2026-01-16 18:50:21,Cheeseburger,American,13.95,1,13.95,18
113,2023-01-02,2026-01-16 18:50:21,Mushroom Ravioli,Italian,15.5,1,15.5,18
113,2023-01-02,2026-01-16 18:50:21,Mac & Cheese,American,7.0,1,7.0,18
114,2023-01-02,2026-01-16 18:59:32,Edamame,Asian,5.0,1,5.0,18
114,2023-01-02,2026-01-16 18:59:32,Steak Torta,Mexican,13.95,1,13.95,18
115,2023-01-02,2026-01-16 19:05:17,Orange Chicken,Asian,16.5,1,16.5,19
115,2023-01-02,2026-01-16 19:05:17,California Roll,Asian,11.95,1,11.95,19
115,2023-01-02,2026-01-16 19:05:17,French Fries,American,7.0,1,7.0,19
116,2023-01-02,2026-01-16 19:18:49,Spaghetti,Italian,14.5,1,14.5,19
117,2023-01-02,2026-01-16 19:23:02,Steak Burrito,Mexican,14.95,1,14.95,19
117,2023-01-02,2026-01-16 19:23:02,Steak Torta,Mexican,13.95,1,13.95,19
118,2023-01-02,2026-01-16 19:26:59,Chicken Torta,Mexican,11.95,1,11.95,19
118,2023-01-02,2026-01-16 19:26:59,Chicken Parmesan,Italian,17.95,1,17.95,19
119,2023-01-02,2026-01-16 19:32:29,Spaghetti & Meatballs,Italian,17.95,1,17.95,19
120,2023-01-02,2026-01-16 19:35:07,Tofu Pad Thai,Asian,14.5,1,14.5,19
120,2023-01-02,2026-01-16 19:35:07,Korean Beef Bowl,Asian,17.95,1,17.95,19
120,2023-01-02,2026-01-16 19:35:07,Chicken Parmesan,Italian,17.95,1,17.95,19
121,2023-01-02,2026-01-16 19:38:48,Hamburger,American,12.95,1,12.95,19
121,2023-01-02,2026-01-16 19:38:48,Spaghetti & Meatballs,Italian,17.95,1,17.95,19
121,2023-01-02,2026-01-16 19:38:48,Steak Torta,Mexican,13.95,1,13.95,19
121,2023-01-02,2026-01-16 19:38:48,Mac & Cheese,American,7.0,1,7.0,19
122,2023-01-02,2026-01-16 19:50:19,Chicken Burrito,Mexican,12.95,1,12.95,19
123,2023-01-02,2026-01-16 20:12:09,Pork Ramen,Asian,17.95,1,17.95,20
124,2023-01-02,2026-01-16 20:12:34,Hamburger,American,12.95,1,12.95,20
124,2023-01-02,2026-01-16 20:12:34,Steak Torta,Mexican,13.95,1,13.95,20
124,2023-01-02,2026-01-16 20:12:34,Chips & Salsa,Mexican,7.0,1,7.0,20
124,2023-01-02,2026-01-16 20:12:34,Potstickers,Asian,9.0,1,9.0,20
125,2023-01-02,2026-01-16 20:31:06,,,,1,,20
126,2023-01-02,2026-01-16 20:53:42,Eggplant Parmesan,Italian,16.95,1,16.95,20
127,2023-01-02,2026-01-16 20:58:23,Edamame,Asian,5.0,1,5.0,20
128,2023-01-02,2026-01-16 21:05:06,Chips & Salsa,Mexican,7.0,1,7.0,21
